agency_cd,site_no,Date,q_cfs,X_00060_00003_cd,Site
USGS,06752280,2020-10-01,0.64,A,Boxelder
USGS,06752280,2020-10-02,0.69,A,Boxelder
USGS,06752280,2020-10-03,0.53,A,Boxelder
USGS,06752280,2020-10-04,0.44,A,Boxelder
USGS,06752280,2020-10-05,0.5,A,Boxelder
USGS,06752280,2020-10-06,0.66,A,Boxelder
USGS,06752280,2020-10-07,0.84,A,Boxelder
USGS,06752280,2020-10-08,0.9,A,Boxelder
USGS,06752280,2020-10-09,3.47,A,Boxelder
USGS,06752280,2020-10-10,9.6,A,Boxelder
USGS,06752280,2020-10-11,11.7,A,Boxelder
USGS,06752280,2020-10-12,7.4,A,Boxelder
USGS,06752280,2020-10-13,15,A,Boxelder
USGS,06752280,2020-10-14,12.8,A,Boxelder
USGS,06752280,2020-10-15,9.9,A,Boxelder
USGS,06752280,2020-10-16,6.95,A,Boxelder
USGS,06752280,2020-10-17,9.65,A,Boxelder
USGS,06752280,2020-10-18,7.8,A,Boxelder
USGS,06752280,2020-10-19,8.88,A,Boxelder
USGS,06752280,2020-10-20,14,A,Boxelder
USGS,06752280,2020-10-21,13.2,A,Boxelder
USGS,06752280,2020-10-22,11.1,A,Boxelder
USGS,06752280,2020-10-23,51.3,A,Boxelder
USGS,06752280,2020-10-24,244,A,Boxelder
USGS,06752280,2020-10-25,342,A,Boxelder
USGS,06752280,2020-10-26,323,A,Boxelder
USGS,06752280,2020-10-27,326,A,Boxelder
USGS,06752280,2020-10-28,328,A,Boxelder
USGS,06752280,2020-10-29,255,A,Boxelder
USGS,06752280,2020-10-30,138,A,Boxelder
USGS,06752280,2020-10-31,29.4,A,Boxelder
USGS,06752280,2020-11-01,4.95,A,Boxelder
USGS,06752280,2020-11-02,4.18,A,Boxelder
USGS,06752280,2020-11-03,1.54,A,Boxelder
USGS,06752280,2020-11-04,1.77,A,Boxelder
USGS,06752280,2020-11-05,2.02,A,Boxelder
USGS,06752280,2020-11-06,2.1,A,Boxelder
USGS,06752280,2020-11-07,2.06,A,Boxelder
USGS,06752280,2020-11-08,2.21,A,Boxelder
USGS,06752280,2020-11-09,2.22,A,Boxelder
USGS,06752280,2020-11-10,2.1,A,Boxelder
USGS,06752280,2020-11-11,2.21,A,Boxelder
USGS,06752280,2020-11-12,2.09,A,Boxelder
USGS,06752280,2020-11-13,1.99,A,Boxelder
USGS,06752280,2020-11-14,1.93,A,Boxelder
USGS,06752280,2020-11-15,1.96,A,Boxelder
USGS,06752280,2020-11-16,1.93,A,Boxelder
USGS,06752280,2020-11-17,1.86,A,Boxelder
USGS,06752280,2020-11-18,1.89,A,Boxelder
USGS,06752280,2020-11-19,1.92,A,Boxelder
USGS,06752280,2020-11-20,1.82,A,Boxelder
USGS,06752280,2020-11-21,1.77,A,Boxelder
USGS,06752280,2020-11-22,1.88,A,Boxelder
USGS,06752280,2020-11-23,1.89,A,Boxelder
USGS,06752280,2020-11-24,2.08,A,Boxelder
USGS,06752280,2020-11-25,1.9,A,Boxelder
USGS,06752280,2020-11-26,1.85,A,Boxelder
USGS,06752280,2020-11-27,1.77,A,Boxelder
USGS,06752280,2020-11-28,1.73,A e,Boxelder
USGS,06752280,2020-11-29,1.69,A,Boxelder
USGS,06752280,2020-11-30,1.73,A,Boxelder
USGS,06752280,2020-12-01,1.69,A,Boxelder
USGS,06752280,2020-12-02,1.69,A,Boxelder
USGS,06752280,2020-12-03,1.73,A,Boxelder
USGS,06752280,2020-12-04,1.74,A,Boxelder
USGS,06752280,2020-12-05,1.74,A,Boxelder
USGS,06752280,2020-12-06,1.74,A,Boxelder
USGS,06752280,2020-12-07,1.77,A,Boxelder
USGS,06752280,2020-12-08,1.89,A,Boxelder
USGS,06752280,2020-12-09,2.16,A,Boxelder
USGS,06752280,2020-12-10,2.17,A,Boxelder
USGS,06752280,2020-12-11,2.22,A,Boxelder
USGS,06752280,2020-12-12,2.05,A,Boxelder
USGS,06752280,2020-12-13,1.89,A,Boxelder
USGS,06752280,2020-12-14,1.83,A,Boxelder
USGS,06752280,2020-12-15,1.8,A,Boxelder
USGS,06752280,2020-12-16,1.84,A,Boxelder
USGS,06752280,2020-12-17,1.82,A,Boxelder
USGS,06752280,2020-12-18,1.93,A,Boxelder
USGS,06752280,2020-12-19,1.84,A,Boxelder
USGS,06752280,2020-12-20,1.81,A,Boxelder
USGS,06752280,2020-12-21,1.8,A,Boxelder
USGS,06752280,2020-12-22,1.92,A,Boxelder
USGS,06752280,2020-12-23,2.89,A,Boxelder
USGS,06752280,2020-12-24,2.48,A,Boxelder
USGS,06752280,2020-12-25,2.42,A,Boxelder
USGS,06752280,2020-12-26,2.41,A,Boxelder
USGS,06752280,2020-12-27,2.57,A,Boxelder
USGS,06752280,2020-12-28,2.43,A,Boxelder
USGS,06752280,2020-12-29,2.44,A,Boxelder
USGS,06752280,2020-12-30,2.48,A,Boxelder
USGS,06752280,2020-12-31,2.41,A,Boxelder
USGS,06752280,2021-01-01,2.36,A,Boxelder
USGS,06752280,2021-01-02,2.4,A,Boxelder
USGS,06752280,2021-01-03,2.37,A,Boxelder
USGS,06752280,2021-01-04,2.31,A,Boxelder
USGS,06752280,2021-01-05,2.19,A,Boxelder
USGS,06752280,2021-01-06,2.21,A,Boxelder
USGS,06752280,2021-01-07,2.19,A,Boxelder
USGS,06752280,2021-01-08,2.15,A,Boxelder
USGS,06752280,2021-01-09,2.12,A,Boxelder
USGS,06752280,2021-01-10,2.18,A,Boxelder
USGS,06752280,2021-01-11,2.1,A,Boxelder
USGS,06752280,2021-01-12,2,A,Boxelder
USGS,06752280,2021-01-13,1.88,A,Boxelder
USGS,06752280,2021-01-14,1.9,A,Boxelder
USGS,06752280,2021-01-15,3.29,A,Boxelder
USGS,06752280,2021-01-16,2.28,A,Boxelder
USGS,06752280,2021-01-17,2.02,A,Boxelder
USGS,06752280,2021-01-18,2.18,A,Boxelder
USGS,06752280,2021-01-19,2.28,A,Boxelder
USGS,06752280,2021-01-20,2.29,A,Boxelder
USGS,06752280,2021-01-21,2.26,A,Boxelder
USGS,06752280,2021-01-22,2.38,A,Boxelder
USGS,06752280,2021-01-23,2.28,A,Boxelder
USGS,06752280,2021-01-24,2.42,A,Boxelder
USGS,06752280,2021-01-25,2.49,A,Boxelder
USGS,06752280,2021-01-26,2.5,A,Boxelder
USGS,06752280,2021-01-27,2.5,A,Boxelder
USGS,06752280,2021-01-28,2.65,A,Boxelder
USGS,06752280,2021-01-29,3.08,A,Boxelder
USGS,06752280,2021-01-30,3.33,A,Boxelder
USGS,06752280,2021-01-31,3.07,A,Boxelder
USGS,06752280,2021-02-01,2.9,A,Boxelder
USGS,06752280,2021-02-02,2.89,A,Boxelder
USGS,06752280,2021-02-03,2.94,A,Boxelder
USGS,06752280,2021-02-04,3.18,A,Boxelder
USGS,06752280,2021-02-05,3.12,A,Boxelder
USGS,06752280,2021-02-06,2.95,A,Boxelder
USGS,06752280,2021-02-07,3.01,A,Boxelder
USGS,06752280,2021-02-08,2.97,A,Boxelder
USGS,06752280,2021-02-09,2.75,A,Boxelder
USGS,06752280,2021-02-10,2.74,A,Boxelder
USGS,06752280,2021-02-11,2.72,A,Boxelder
USGS,06752280,2021-02-12,2.73,A,Boxelder
USGS,06752280,2021-02-13,3.21,A,Boxelder
USGS,06752280,2021-02-14,5.13,A e,Boxelder
USGS,06752280,2021-02-15,6.31,A e,Boxelder
USGS,06752280,2021-02-16,6.95,A e,Boxelder
USGS,06752280,2021-02-17,5.48,A,Boxelder
USGS,06752280,2021-02-18,5.53,A,Boxelder
USGS,06752280,2021-02-19,5.22,A,Boxelder
USGS,06752280,2021-02-20,4.85,A,Boxelder
USGS,06752280,2021-02-21,5.13,A,Boxelder
USGS,06752280,2021-02-22,4.74,A,Boxelder
USGS,06752280,2021-02-23,4.46,A,Boxelder
USGS,06752280,2021-02-24,5.07,A,Boxelder
USGS,06752280,2021-02-25,6.16,A,Boxelder
USGS,06752280,2021-02-26,6.71,A,Boxelder
USGS,06752280,2021-02-27,6.07,A,Boxelder
USGS,06752280,2021-02-28,5.65,A,Boxelder
USGS,06752280,2021-03-01,5.48,A,Boxelder
USGS,06752280,2021-03-02,4.71,A,Boxelder
USGS,06752280,2021-03-03,4.12,A,Boxelder
USGS,06752280,2021-03-04,4.31,A,Boxelder
USGS,06752280,2021-03-05,4.66,A,Boxelder
USGS,06752280,2021-03-06,3.75,A,Boxelder
USGS,06752280,2021-03-07,3.75,A,Boxelder
USGS,06752280,2021-03-08,3.79,A,Boxelder
USGS,06752280,2021-03-09,4.03,A,Boxelder
USGS,06752280,2021-03-10,4.18,A,Boxelder
USGS,06752280,2021-03-11,4.9,A,Boxelder
USGS,06752280,2021-03-12,5.4,A,Boxelder
USGS,06752280,2021-03-13,8.08,A,Boxelder
USGS,06752280,2021-03-14,13.8,A,Boxelder
USGS,06752280,2021-03-15,9.14,A,Boxelder
USGS,06752280,2021-03-16,9.32,A,Boxelder
USGS,06752280,2021-03-17,11,A,Boxelder
USGS,06752280,2021-03-18,13.9,A,Boxelder
USGS,06752280,2021-03-19,14.9,A,Boxelder
USGS,06752280,2021-03-20,17,A,Boxelder
USGS,06752280,2021-03-21,18.2,A,Boxelder
USGS,06752280,2021-03-22,15.2,A,Boxelder
USGS,06752280,2021-03-23,12.5,A,Boxelder
USGS,06752280,2021-03-24,12.2,A,Boxelder
USGS,06752280,2021-03-25,11.3,A,Boxelder
USGS,06752280,2021-03-26,10.4,A,Boxelder
USGS,06752280,2021-03-27,10.8,A,Boxelder
USGS,06752280,2021-03-28,9.04,A,Boxelder
USGS,06752280,2021-03-29,9.09,A,Boxelder
USGS,06752280,2021-03-30,19.7,A,Boxelder
USGS,06752280,2021-03-31,9.02,A,Boxelder
USGS,06752280,2021-04-01,8.61,A,Boxelder
USGS,06752280,2021-04-02,7.91,A,Boxelder
USGS,06752280,2021-04-03,7.8,A,Boxelder
USGS,06752280,2021-04-04,7.56,A,Boxelder
USGS,06752280,2021-04-05,7.61,A,Boxelder
USGS,06752280,2021-04-06,7.69,A,Boxelder
USGS,06752280,2021-04-07,9.03,A,Boxelder
USGS,06752280,2021-04-08,8.21,A,Boxelder
USGS,06752280,2021-04-09,7.91,A,Boxelder
USGS,06752280,2021-04-10,5.71,A,Boxelder
USGS,06752280,2021-04-11,2.69,A,Boxelder
USGS,06752280,2021-04-12,2.73,A,Boxelder
USGS,06752280,2021-04-13,2.57,A,Boxelder
USGS,06752280,2021-04-14,2.37,A,Boxelder
USGS,06752280,2021-04-15,2.65,A,Boxelder
USGS,06752280,2021-04-16,3.1,A,Boxelder
USGS,06752280,2021-04-17,3.09,A,Boxelder
USGS,06752280,2021-04-18,2.76,A,Boxelder
USGS,06752280,2021-04-19,2.84,A,Boxelder
USGS,06752280,2021-04-20,3.34,A,Boxelder
USGS,06752280,2021-04-21,3.39,A,Boxelder
USGS,06752280,2021-04-22,3.37,A,Boxelder
USGS,06752280,2021-04-23,2.99,A,Boxelder
USGS,06752280,2021-04-24,2.83,A,Boxelder
USGS,06752280,2021-04-25,2.7,A,Boxelder
USGS,06752280,2021-04-26,2.63,A,Boxelder
USGS,06752280,2021-04-27,2.65,A,Boxelder
USGS,06752280,2021-04-28,14.5,A,Boxelder
USGS,06752280,2021-04-29,22.7,A,Boxelder
USGS,06752280,2021-04-30,94.6,A,Boxelder
USGS,06752280,2021-05-01,432,A,Boxelder
USGS,06752280,2021-05-02,537,A,Boxelder
USGS,06752280,2021-05-03,896,A,Boxelder
USGS,06752280,2021-05-04,1260,A,Boxelder
USGS,06752280,2021-05-05,1260,A,Boxelder
USGS,06752280,2021-05-06,1170,A,Boxelder
USGS,06752280,2021-05-07,1150,A,Boxelder
USGS,06752280,2021-05-08,1260,A,Boxelder
USGS,06752280,2021-05-09,1360,A,Boxelder
USGS,06752280,2021-05-10,1220,A,Boxelder
USGS,06752280,2021-05-11,1210,A,Boxelder
USGS,06752280,2021-05-12,1070,A,Boxelder
USGS,06752280,2021-05-13,1080,A,Boxelder
USGS,06752280,2021-05-14,869,A,Boxelder
USGS,06752280,2021-05-15,928,A,Boxelder
USGS,06752280,2021-05-16,1030,A,Boxelder
USGS,06752280,2021-05-17,1160,A,Boxelder
USGS,06752280,2021-05-18,1190,A,Boxelder
USGS,06752280,2021-05-19,1470,A,Boxelder
USGS,06752280,2021-05-20,1080,A,Boxelder
USGS,06752280,2021-05-21,1270,A,Boxelder
USGS,06752280,2021-05-22,1270,A,Boxelder
USGS,06752280,2021-05-23,2090,A,Boxelder
USGS,06752280,2021-05-24,1610,A,Boxelder
USGS,06752280,2021-05-25,1140,A,Boxelder
USGS,06752280,2021-05-26,1060,A,Boxelder
USGS,06752280,2021-05-27,841,A,Boxelder
USGS,06752280,2021-05-28,906,A,Boxelder
USGS,06752280,2021-05-29,928,A,Boxelder
USGS,06752280,2021-05-30,973,A,Boxelder
USGS,06752280,2021-05-31,974,A,Boxelder
USGS,06752280,2021-06-01,936,A,Boxelder
USGS,06752280,2021-06-02,842,A,Boxelder
USGS,06752280,2021-06-03,834,A,Boxelder
USGS,06752280,2021-06-04,1000,A,Boxelder
USGS,06752280,2021-06-05,1170,A,Boxelder
USGS,06752280,2021-06-06,1300,A,Boxelder
USGS,06752280,2021-06-07,1440,A,Boxelder
USGS,06752280,2021-06-08,1440,A,Boxelder
USGS,06752280,2021-06-09,1330,A,Boxelder
USGS,06752280,2021-06-10,1110,A,Boxelder
USGS,06752280,2021-06-11,956,A,Boxelder
USGS,06752280,2021-06-12,653,A,Boxelder
USGS,06752280,2021-06-13,521,A,Boxelder
USGS,06752280,2021-06-14,443,A,Boxelder
USGS,06752280,2021-06-15,437,A,Boxelder
USGS,06752280,2021-06-16,495,A,Boxelder
USGS,06752280,2021-06-17,298,A,Boxelder
USGS,06752280,2021-06-18,238,A,Boxelder
USGS,06752280,2021-06-19,240,A,Boxelder
USGS,06752280,2021-06-20,290,A,Boxelder
USGS,06752280,2021-06-21,298,A,Boxelder
USGS,06752280,2021-06-22,315,A,Boxelder
USGS,06752280,2021-06-23,282,A,Boxelder
USGS,06752280,2021-06-24,246,A,Boxelder
USGS,06752280,2021-06-25,417,A,Boxelder
USGS,06752280,2021-06-26,590,A,Boxelder
USGS,06752280,2021-06-27,466,A,Boxelder
USGS,06752280,2021-06-28,270,A,Boxelder
USGS,06752280,2021-06-29,172,A,Boxelder
USGS,06752280,2021-06-30,140,A,Boxelder
USGS,06752280,2021-07-01,284,A,Boxelder
USGS,06752280,2021-07-02,244,A,Boxelder
USGS,06752280,2021-07-03,70.6,A,Boxelder
USGS,06752280,2021-07-04,86,A,Boxelder
USGS,06752280,2021-07-05,278,A,Boxelder
USGS,06752280,2021-07-06,224,A,Boxelder
USGS,06752280,2021-07-07,153,A,Boxelder
USGS,06752280,2021-07-08,44.4,A,Boxelder
USGS,06752280,2021-07-09,134,A,Boxelder
USGS,06752280,2021-07-10,217,A,Boxelder
USGS,06752280,2021-07-11,106,A,Boxelder
USGS,06752280,2021-07-12,48.9,A,Boxelder
USGS,06752280,2021-07-13,35.9,A,Boxelder
USGS,06752280,2021-07-14,37.3,A,Boxelder
USGS,06752280,2021-07-15,60.4,A,Boxelder
USGS,06752280,2021-07-16,64.1,A,Boxelder
USGS,06752280,2021-07-17,107,A,Boxelder
USGS,06752280,2021-07-18,72.5,A,Boxelder
USGS,06752280,2021-07-19,23.9,A,Boxelder
USGS,06752280,2021-07-20,18.5,A,Boxelder
USGS,06752280,2021-07-21,149,A,Boxelder
USGS,06752280,2021-07-22,29.5,A,Boxelder
USGS,06752280,2021-07-23,125,A,Boxelder
USGS,06752280,2021-07-24,166,A,Boxelder
USGS,06752280,2021-07-25,121,A,Boxelder
USGS,06752280,2021-07-26,81,A,Boxelder
USGS,06752280,2021-07-27,53.1,A,Boxelder
USGS,06752280,2021-07-28,24.7,A,Boxelder
USGS,06752280,2021-07-29,36.4,A,Boxelder
USGS,06752280,2021-07-30,59.8,A,Boxelder
USGS,06752280,2021-07-31,163,A,Boxelder
USGS,06752280,2021-08-01,179,A,Boxelder
USGS,06752280,2021-08-02,62.2,A,Boxelder
USGS,06752280,2021-08-03,145,A,Boxelder
USGS,06752280,2021-08-04,289,A,Boxelder
USGS,06752280,2021-08-05,69.6,A,Boxelder
USGS,06752280,2021-08-06,83.4,A,Boxelder
USGS,06752280,2021-08-07,240,A,Boxelder
USGS,06752280,2021-08-08,165,A,Boxelder
USGS,06752280,2021-08-09,83.4,A,Boxelder
USGS,06752280,2021-08-10,68.9,A,Boxelder
USGS,06752280,2021-08-11,32.2,A,Boxelder
USGS,06752280,2021-08-12,43.2,A,Boxelder
USGS,06752280,2021-08-13,33.1,A,Boxelder
USGS,06752280,2021-08-14,33,A,Boxelder
USGS,06752280,2021-08-15,39.2,A,Boxelder
USGS,06752280,2021-08-16,11,A,Boxelder
USGS,06752280,2021-08-17,27.4,A,Boxelder
USGS,06752280,2021-08-18,17.7,A,Boxelder
USGS,06752280,2021-08-19,12.9,A,Boxelder
USGS,06752280,2021-08-20,77.7,A,Boxelder
USGS,06752280,2021-08-21,68.4,A,Boxelder
USGS,06752280,2021-08-22,51.6,A,Boxelder
USGS,06752280,2021-08-23,7.82,A,Boxelder
USGS,06752280,2021-08-24,11.3,A,Boxelder
USGS,06752280,2021-08-25,9.7,A,Boxelder
USGS,06752280,2021-08-26,19.1,A,Boxelder
USGS,06752280,2021-08-27,15.3,A,Boxelder
USGS,06752280,2021-08-28,19.2,A,Boxelder
USGS,06752280,2021-08-29,5.62,A,Boxelder
USGS,06752280,2021-08-30,1.88,A,Boxelder
USGS,06752280,2021-08-31,2.43,A,Boxelder
USGS,06752280,2021-09-01,2.3,A,Boxelder
USGS,06752280,2021-09-02,12.2,A,Boxelder
USGS,06752280,2021-09-03,17,A,Boxelder
USGS,06752280,2021-09-04,27.2,A,Boxelder
USGS,06752280,2021-09-05,7.18,A,Boxelder
USGS,06752280,2021-09-06,5.4,A,Boxelder
USGS,06752280,2021-09-07,4.62,A,Boxelder
USGS,06752280,2021-09-08,4.17,A,Boxelder
USGS,06752280,2021-09-09,3.86,A,Boxelder
USGS,06752280,2021-09-10,2.82,A,Boxelder
USGS,06752280,2021-09-11,1.9,A,Boxelder
USGS,06752280,2021-09-12,1.72,A,Boxelder
USGS,06752280,2021-09-13,2.99,A,Boxelder
USGS,06752280,2021-09-14,13.7,A,Boxelder
USGS,06752280,2021-09-15,7.14,A,Boxelder
USGS,06752280,2021-09-16,5.75,A,Boxelder
USGS,06752280,2021-09-17,4.64,A,Boxelder
USGS,06752280,2021-09-18,5.07,A,Boxelder
USGS,06752280,2021-09-19,4.5,A,Boxelder
USGS,06752280,2021-09-20,4.13,A,Boxelder
USGS,06752280,2021-09-21,4.68,A,Boxelder
USGS,06752280,2021-09-22,4.08,A,Boxelder
USGS,06752280,2021-09-23,2.85,A,Boxelder
USGS,06752280,2021-09-24,2.43,A,Boxelder
USGS,06752280,2021-09-25,4.56,A,Boxelder
USGS,06752280,2021-09-26,2.81,A,Boxelder
USGS,06752280,2021-09-27,2.52,A,Boxelder
USGS,06752280,2021-09-28,2.29,A,Boxelder
USGS,06752280,2021-09-29,5.07,A,Boxelder
USGS,06752280,2021-09-30,20.2,A,Boxelder
USGS,06752280,2021-10-01,18.8,A,Boxelder
USGS,06752280,2021-10-02,16.8,A,Boxelder
USGS,06752280,2021-10-03,9.43,A,Boxelder
USGS,06752280,2021-10-04,6.98,A,Boxelder
USGS,06752280,2021-10-05,4.21,A,Boxelder
USGS,06752280,2021-10-06,6.28,A,Boxelder
USGS,06752280,2021-10-07,7.61,A,Boxelder
USGS,06752280,2021-10-08,10.4,A,Boxelder
USGS,06752280,2021-10-09,10,A,Boxelder
USGS,06752280,2021-10-10,8.79,A,Boxelder
USGS,06752280,2021-10-11,18,A,Boxelder
USGS,06752280,2021-10-12,2.71,A,Boxelder
USGS,06752280,2021-10-13,6.51,A,Boxelder
USGS,06752280,2021-10-14,2.36,A,Boxelder
USGS,06752280,2021-10-15,8.15,A,Boxelder
USGS,06752280,2021-10-16,19.9,A,Boxelder
USGS,06752280,2021-10-17,13.7,A,Boxelder
USGS,06752280,2021-10-18,11.3,A,Boxelder
USGS,06752280,2021-10-19,6.42,A,Boxelder
USGS,06752280,2021-10-20,9.11,A,Boxelder
USGS,06752280,2021-10-21,9.65,A,Boxelder
USGS,06752280,2021-10-22,10.4,A,Boxelder
USGS,06752280,2021-10-23,12.1,A,Boxelder
USGS,06752280,2021-10-24,12.6,A,Boxelder
USGS,06752280,2021-10-25,13.7,A,Boxelder
USGS,06752280,2021-10-26,15.5,A,Boxelder
USGS,06752280,2021-10-27,18.7,A,Boxelder
USGS,06752280,2021-10-28,14.3,A,Boxelder
USGS,06752280,2021-10-29,9.95,A,Boxelder
USGS,06752280,2021-10-30,49.7,A,Boxelder
USGS,06752280,2021-10-31,99,A,Boxelder
USGS,06752280,2021-11-01,83.8,A,Boxelder
USGS,06752280,2021-11-02,34.6,A,Boxelder
USGS,06752280,2021-11-03,2.45,A,Boxelder
USGS,06752280,2021-11-04,2.52,A,Boxelder
USGS,06752280,2021-11-05,2.69,A,Boxelder
USGS,06752280,2021-11-06,2.8,A,Boxelder
USGS,06752280,2021-11-07,2.97,A,Boxelder
USGS,06752280,2021-11-08,3.08,A,Boxelder
USGS,06752280,2021-11-09,3.28,A,Boxelder
USGS,06752280,2021-11-10,3.39,A,Boxelder
USGS,06752280,2021-11-11,3.46,A,Boxelder
USGS,06752280,2021-11-12,3.41,A,Boxelder
USGS,06752280,2021-11-13,3.64,A,Boxelder
USGS,06752280,2021-11-14,3.68,A,Boxelder
USGS,06752280,2021-11-15,3.7,A,Boxelder
USGS,06752280,2021-11-16,3.89,A,Boxelder
USGS,06752280,2021-11-17,3.79,A,Boxelder
USGS,06752280,2021-11-18,3.89,A,Boxelder
USGS,06752280,2021-11-19,3.86,A,Boxelder
USGS,06752280,2021-11-20,3.92,A,Boxelder
USGS,06752280,2021-11-21,3.74,A,Boxelder
USGS,06752280,2021-11-22,3.59,A,Boxelder
USGS,06752280,2021-11-23,3.62,A,Boxelder
USGS,06752280,2021-11-24,3.42,A,Boxelder
USGS,06752280,2021-11-25,3.35,A,Boxelder
USGS,06752280,2021-11-26,3.5,A,Boxelder
USGS,06752280,2021-11-27,3.35,A,Boxelder
USGS,06752280,2021-11-28,3.27,A,Boxelder
USGS,06752280,2021-11-29,3.23,A,Boxelder
USGS,06752280,2021-11-30,3.2,A,Boxelder
USGS,06752280,2021-12-01,3.33,A,Boxelder
USGS,06752280,2021-12-02,3.28,A,Boxelder
USGS,06752280,2021-12-03,3.24,A,Boxelder
USGS,06752280,2021-12-04,3.35,A,Boxelder
USGS,06752280,2021-12-05,3.31,A,Boxelder
USGS,06752280,2021-12-06,3.31,A,Boxelder
USGS,06752280,2021-12-07,3.55,A,Boxelder
USGS,06752280,2021-12-08,3.49,A,Boxelder
USGS,06752280,2021-12-09,3.57,A,Boxelder
USGS,06752280,2021-12-10,3.58,A,Boxelder
USGS,06752280,2021-12-11,3.51,A,Boxelder
USGS,06752280,2021-12-12,3.54,A,Boxelder
USGS,06752280,2021-12-13,3.53,A,Boxelder
USGS,06752280,2021-12-14,3.53,A,Boxelder
USGS,06752280,2021-12-15,3.84,A,Boxelder
USGS,06752280,2021-12-16,3.88,A,Boxelder
USGS,06752280,2021-12-17,3.61,A,Boxelder
USGS,06752280,2021-12-18,3.37,A,Boxelder
USGS,06752280,2021-12-19,3.32,A,Boxelder
USGS,06752280,2021-12-20,3.36,A,Boxelder
USGS,06752280,2021-12-21,3.32,A,Boxelder
USGS,06752280,2021-12-22,3.56,A,Boxelder
USGS,06752280,2021-12-23,3.75,A,Boxelder
USGS,06752280,2021-12-24,4.06,A,Boxelder
USGS,06752280,2021-12-25,4.16,A,Boxelder
USGS,06752280,2021-12-26,3.84,A,Boxelder
USGS,06752280,2021-12-27,3.72,A,Boxelder
USGS,06752280,2021-12-28,3.81,A,Boxelder
USGS,06752280,2021-12-29,3.58,A,Boxelder
USGS,06752280,2021-12-30,3.41,A,Boxelder
USGS,06752280,2021-12-31,3.44,A,Boxelder
USGS,06752280,2022-01-01,3.62,A,Boxelder
USGS,06752280,2022-01-02,4.28,A e,Boxelder
USGS,06752280,2022-01-03,3.65,A e,Boxelder
USGS,06752280,2022-01-04,4,A,Boxelder
USGS,06752280,2022-01-05,5.44,A,Boxelder
USGS,06752280,2022-01-06,8.59,A,Boxelder
USGS,06752280,2022-01-07,6.38,A,Boxelder
USGS,06752280,2022-01-08,7.43,A,Boxelder
USGS,06752280,2022-01-09,6.02,A,Boxelder
USGS,06752280,2022-01-10,5.64,A,Boxelder
USGS,06752280,2022-01-11,5.34,A,Boxelder
USGS,06752280,2022-01-12,5.37,A,Boxelder
USGS,06752280,2022-01-13,5.51,A e,Boxelder
USGS,06752280,2022-01-14,5.4,A e,Boxelder
USGS,06752280,2022-01-15,5.52,A,Boxelder
USGS,06752280,2022-01-16,5.39,A e,Boxelder
USGS,06752280,2022-01-17,4.49,A e,Boxelder
USGS,06752280,2022-01-18,3.94,A e,Boxelder
USGS,06752280,2022-01-19,3.92,A,Boxelder
USGS,06752280,2022-01-20,3.92,A,Boxelder
USGS,06752280,2022-01-21,3.98,A,Boxelder
USGS,06752280,2022-01-22,4.23,A,Boxelder
USGS,06752280,2022-01-23,3.96,A,Boxelder
USGS,06752280,2022-01-24,3.97,A,Boxelder
USGS,06752280,2022-01-25,4.1,A,Boxelder
USGS,06752280,2022-01-26,4.15,A,Boxelder
USGS,06752280,2022-01-27,3.88,A,Boxelder
USGS,06752280,2022-01-28,4.88,A,Boxelder
USGS,06752280,2022-01-29,4.23,A,Boxelder
USGS,06752280,2022-01-30,4.35,A,Boxelder
USGS,06752280,2022-01-31,4.28,A,Boxelder
USGS,06752280,2022-02-01,4.24,A,Boxelder
USGS,06752280,2022-02-02,6.5,A,Boxelder
USGS,06752280,2022-02-03,4.99,A,Boxelder
USGS,06752280,2022-02-04,6.12,A,Boxelder
USGS,06752280,2022-02-05,6.02,A,Boxelder
USGS,06752280,2022-02-06,5.05,A,Boxelder
USGS,06752280,2022-02-07,4.42,A,Boxelder
USGS,06752280,2022-02-08,3.85,A,Boxelder
USGS,06752280,2022-02-09,3.65,A,Boxelder
USGS,06752280,2022-02-10,3.61,A,Boxelder
USGS,06752280,2022-02-11,3.45,A,Boxelder
USGS,06752280,2022-02-12,3.27,A,Boxelder
USGS,06752280,2022-02-13,3.36,A,Boxelder
USGS,06752280,2022-02-14,3.38,A,Boxelder
USGS,06752280,2022-02-15,5.67,A,Boxelder
USGS,06752280,2022-02-16,10.8,A,Boxelder
USGS,06752280,2022-02-17,8.26,A,Boxelder
USGS,06752280,2022-02-18,8.26,A,Boxelder
USGS,06752280,2022-02-19,11.7,A,Boxelder
USGS,06752280,2022-02-20,11,A,Boxelder
USGS,06752280,2022-02-21,10.8,A,Boxelder
USGS,06752280,2022-02-22,9.08,A,Boxelder
USGS,06752280,2022-02-23,11.4,A,Boxelder
USGS,06752280,2022-02-24,8.6,A,Boxelder
USGS,06752280,2022-02-25,8.82,A,Boxelder
USGS,06752280,2022-02-26,16,A,Boxelder
USGS,06752280,2022-02-27,25.3,A,Boxelder
USGS,06752280,2022-02-28,25.3,A,Boxelder
USGS,06752280,2022-03-01,20,A,Boxelder
USGS,06752280,2022-03-02,26,A,Boxelder
USGS,06752280,2022-03-03,21.4,A,Boxelder
USGS,06752280,2022-03-04,7.76,A,Boxelder
USGS,06752280,2022-03-05,10.4,A,Boxelder
USGS,06752280,2022-03-06,7.83,A,Boxelder
USGS,06752280,2022-03-07,6.91,A,Boxelder
