GEOID,NAME,median_income,median_age,percent_bipoc,White,Black,Native,Asian,HIPI,Hispanic
08069000100,"Census Tract 1, Larimer County, Colorado",42798,29.8,13.708195516354282,83.2782065417126,2.793090775450202,1.3230429988974641,2.0580668871738332,0,7.533994854832782
08069000201,"Census Tract 2.01, Larimer County, Colorado",36000,24.2,16.26984126984127,81.52958152958153,0.5411255411255411,0.8297258297258298,4.256854256854257,0.2886002886002886,10.353535353535353
08069000202,"Census Tract 2.02, Larimer County, Colorado",72292,32.6,16.634127294025774,77.11831315892229,0,0.5076142131979695,1.952362358453729,0,14.174150722374074
08069000300,"Census Tract 3, Larimer County, Colorado",104006,40.1,6.549118387909321,89.31270241093918,1.29543001079525,1.1155091759625764,0,0,4.138179201151494
08069000401,"Census Tract 4.01, Larimer County, Colorado",64415,30,14.29268292682927,79.95121951219512,0.5365853658536586,0.0975609756097561,0.3902439024390244,0,13.26829268292683
08069000402,"Census Tract 4.02, Larimer County, Colorado",60250,29.4,8.941819601718079,85.00585708707537,2.616165560327997,0,0,0,6.325654041390082
08069000503,"Census Tract 5.03, Larimer County, Colorado",40156,22.6,29.759837962962965,67.72280092592592,2.6765046296296298,1.8229166666666667,5.946180555555555,0.043402777777777776,19.270833333333336
08069000504,"Census Tract 5.04, Larimer County, Colorado",31958,23.2,16.16334934797529,79.99313658201784,0.8922443376801648,0.24021962937542896,2.1962937542896364,0,12.834591626630063
08069000505,"Census Tract 5.05, Larimer County, Colorado",40940,24.5,22.695852534562214,68.80760368663594,0,1.411290322580645,2.9089861751152073,0.0576036866359447,18.317972350230416
08069000506,"Census Tract 5.06, Larimer County, Colorado",62750,27,8.856624319419238,86.42468239564428,0.43557168784029043,0,1.7785843920145192,0,6.642468239564428
08069000600,"Census Tract 6, Larimer County, Colorado",22163,19.4,28.124134109171514,68.14907176503186,2.8124134109171512,1.0529232474369632,7.43973399833749,0.6511499030202271,16.167913549459684
08069000700,"Census Tract 7, Larimer County, Colorado",73361,28.4,7.238714924766165,90.44326962179748,0,0,1.3826758845058966,0,5.856039040260268
08069000801,"Census Tract 8.01, Larimer County, Colorado",86319,40.1,10.974822466107167,87.41123305358296,0.12911555842479017,1.2265978050355069,1.4202711426726922,0.19367333763718528,8.005164622336991
08069000802,"Census Tract 8.02, Larimer County, Colorado",53646,34.3,17.04180064308682,78.61736334405145,0,0.5627009646302251,1.607717041800643,0,14.87138263665595
08069000901,"Census Tract 9.01, Larimer County, Colorado",60124,30.1,10.969899665551841,86.45484949832776,1.5050167224080269,0.7190635451505016,0.919732441471572,0,7.82608695652174
08069000902,"Census Tract 9.02, Larimer County, Colorado",80074,36.3,14.5723601705543,84.14848256834713,0.200652119388011,0.6270378730875344,2.984700275896664,0,10.75996990218209
08069001003,"Census Tract 10.03, Larimer County, Colorado",55443,27.8,18.678938819707632,77.51308428081573,0.7940804908861216,0.1985201227215304,6.0458401010647895,0,11.640498105035192
08069001004,"Census Tract 10.04, Larimer County, Colorado",115786,41.5,9.243697478991598,88.94009216589862,0.4066142586066685,0.43372187584711297,4.228788289509352,0,4.174573055028463
08069001007,"Census Tract 10.07, Larimer County, Colorado",64601,37.9,19.454887218045112,75.87719298245614,0.9711779448621554,0.5325814536340852,2.036340852130326,2.913533834586466,13.00125313283208
08069001008,"Census Tract 10.08, Larimer County, Colorado",72083,34,12.486772486772486,84.33862433862433,0.10582010582010583,0.3703703703703704,3.28042328042328,0.15873015873015872,8.571428571428571
08069001009,"Census Tract 10.09, Larimer County, Colorado",95938,44.6,12.772133526850507,82.87373004354136,0.2741493307531043,0,2.1770682148040637,0.06450572488308337,10.256410256410255
08069001010,"Census Tract 10.10, Larimer County, Colorado",109583,57.1,4.743687834736036,92.96097934200459,0.3825554705432288,0.9946442234123948,0.9563886763580718,0.03825554705432287,2.371843917368018
08069001104,"Census Tract 11.04, Larimer County, Colorado",60815,30.2,14.038910505836576,81.01167315175097,0.3424124513618677,1.0583657587548638,0.8249027237354085,0,11.813229571984436
08069001106,"Census Tract 11.06, Larimer County, Colorado",65786,32.5,21.7688575209528,71.43802382002646,0.35288928098808997,0,1.0366122629025143,0.7719453021614469,19.60741067490075
08069001107,"Census Tract 11.07, Larimer County, Colorado",67670,27.3,18.74524714828897,78.74524714828898,1.159695817490494,0.494296577946768,5.513307984790875,0,11.577946768060835
08069001109,"Census Tract 11.09, Larimer County, Colorado",79398,30.6,19.591016980098594,75.64360051122877,1.38762096037977,0.21909804637575314,1.6614935183494612,0,16.32280445499361
08069001110,"Census Tract 11.10, Larimer County, Colorado",54466,26.4,13.88006725200822,82.45843452269756,3.5680926583224357,0.803287875957407,4.296656080702411,0,5.212030637025967
08069001111,"Census Tract 11.11, Larimer County, Colorado",42606,28,15.815899581589958,78.11715481171548,2.3430962343096233,1.506276150627615,3.7238493723849375,0.20920502092050208,8.03347280334728
08069001112,"Census Tract 11.12, Larimer County, Colorado",92765,36.4,21.31887985546522,73.80307136404699,0.09033423667570009,0.22583559168925021,2.009936766034327,0.11291779584462511,18.87985546522132
08069001113,"Census Tract 11.13, Larimer County, Colorado",116797,43.6,9.341283361726292,84.80976717773993,0,0.1135718341851221,1.5332197614991483,0,7.694491766042022
08069001114,"Census Tract 11.14, Larimer County, Colorado",162778,54.3,7.014388489208633,88.84892086330936,0.85431654676259,0,3.462230215827338,0,2.697841726618705
08069001301,"Census Tract 13.01, Larimer County, Colorado",71406,49.6,13.920046016681047,83.29019269485188,0,0,1.438021282714984,0,12.482024733966062
08069001304,"Census Tract 13.04, Larimer County, Colorado",36345,35.5,66.11418047882135,31.89073050951504,0,0,0.3069367710251688,0,65.80724370779619
08069001305,"Census Tract 13.05, Larimer County, Colorado",57273,24.6,25.31559194814057,69.46434663937224,5.083589218696691,0,2.2517911975435005,0,17.980211531900377
08069001306,"Census Tract 13.06, Larimer County, Colorado",61016,29.5,26.27354121642482,71.16393948749614,2.0685396727384995,0,2.0685396727384995,0,22.136461870947823
08069001307,"Census Tract 13.07, Larimer County, Colorado",94844,38.9,22.552742616033754,73.43881856540084,0,3.8607594936708858,1.751054852320675,0,16.940928270042193
08069001308,"Census Tract 13.08, Larimer County, Colorado",105708,39.2,10.96096096096096,87.02035368702036,0.20020020020020018,0.15015015015015015,1.1177844511177844,0.18351685018351685,9.30930930930931
08069001601,"Census Tract 16.01, Larimer County, Colorado",93600,41.8,42.82308059132093,55.65092989985694,0,0.2384358607534573,0.8106819265617549,0,41.77396280400572
08069001602,"Census Tract 16.02, Larimer County, Colorado",95962,33.6,18.73756556339302,73.14161692892024,4.0694519804666305,0.23512389220473867,1.609694338940134,0,12.823295351781516
08069001603,"Census Tract 16.03, Larimer County, Colorado",79304,36.2,25,72.11910286156225,0.7347254447022429,0,1.1794276875483374,0,23.08584686774942
08069001605,"Census Tract 16.05, Larimer County, Colorado",84475,30.7,24.145902902645773,68.3149242229643,1.2586694066272797,0.10274852298998202,4.983303365014128,0.07706139224248652,17.724120215771897
08069001606,"Census Tract 16.06, Larimer County, Colorado",94110,32.1,19.477124183006538,79.55555555555556,2.823529411764706,0.052287581699346414,6.091503267973857,0,10.509803921568627
08069001607,"Census Tract 16.07, Larimer County, Colorado",101419,38.9,15.02603520952145,83.46144309447062,0.8678403173816018,0.17356806347632037,1.1157946937763452,0,12.868832134887182
