site_name,state,annual_streamflow_mm,mean_baseflow,ws_area_sqkm,site_elevation,median_ws_elevation,mean_annual_precip,mean_winter_temp,mean_aridity_index,soil_sand_content,mean_soil_organic_matter,mean_soil_permeability,percent_urban,percent_forested,percent_wetland,percent_s_facing
"MAYO RIVER NEAR PRICE, NC",NC,425.41873674276707,54.33875939950226,672.642,21100,32953,1231.310293015961,3.542151372322922,1.006196428223818,32.077173182574406,0.397638326426819,57.40770316480866,0.710214348791779,69.99130295164441,0.052048489389601,0.42814231047124696
"HYCO CREEK NEAR LEASBURG, NC",NC,326.3105420242912,33.6673815774877,121.6944,13586.000000000002,18936,1151.6650661313713,4.671963184361959,0.891820246781955,41.273549512554666,0.673460305362657,65.230258734884,1.3556188292719,55.531560847539104,1.050918906926007,0.33448212106645
"TAR RIVER NEAR TAR RIVER, NC",NC,311.9082577883101,29.566105284388865,428.3661,10003,15029,1142.1478066058874,4.695400405506252,0.859307088769341,32.47491498134622,0.689269095874517,51.47438680929848,0.800253795375378,53.89706160420528,1.997588103551875,0.40635622954194994
"FLAT RIVER TRIB NR WILLARDVILLE, NC",NC,254.930174161548,29,3.1302,8177,12384,1144.9771895982285,4.659087042992008,0.867561123489717,32.31724589686107,0.492568290143004,57.520455541934275,0.143760782058654,90.54054054054052,0.028752156411731,0.5077630822311671
"CANE CREEK NEAR ORANGE GROVE, NC",NC,256.60934973020096,30.4781308927011,19.5696,15730.000000000004,19563,1166.0328684123645,5.168539428780591,0.852464779572034,29.62067319685021,0.771725261653298,53.73925893253989,0.289748424780389,69.9029572736053,0.087384445568689,0.44386699167548194
"ELK CREEK AT ELKVILLE, NC",NC,632.4364388633084,59.99733012034996,131.4666,34077,60595,1259.0130073154826,2.846966097789944,1.130801767942827,45.44592811376737,1.969212256845833,118.97436283217652,0.141527001862197,89.71119011342475,0.088708312171999,0.417213475537498
"REDDIES RIVER AT NORTH WILKESBORO, NC",NC,530.2187249213928,64.29934173782755,233.6607,30722.000000000007,53480,1272.8810254529278,3.294387922231397,1.109545450617702,41.4514984061729,1.307626335487126,96.363774592035,0.588545698955794,81.32715514418985,0.095523123914291,0.436228685440042
"ROARING RIVER NEAR ROARING RIVER, NC",NC,495.53027258259334,66.58345597989248,322.2684,29741.000000000007,46738,1246.029419103037,3.280673600929306,1.070619639315802,43.03954447578695,1.175762371301806,90.51711802954482,0.518575098951462,78.66453718491773,0.121380459690299,0.45782931740851407
"MITCHELL RIVER NEAR STATE ROAD, NC",NC,531.6757760648812,65.81644140688361,205.2963,29394,42469,1227.3906481187448,3.310107074351821,1.057724906082133,43.24869731644183,0.97659992698088,80.46182814129676,0.402881104043278,73.83464777494773,0.01139815963561,0.436834468034739
"HUNTING CREEK NEAR HARMONY, NC",NC,422.0063233950216,63.96310810507157,400.527,22891,33217,1204.5234086854796,4.299016172975574,0.928225971622188,34.64949122228894,0.651993247393017,68.75296563108061,1.244410489180505,56.174190504010966,0.081567534772937,0.423193941981439
